"","bhk","rent","size","floor","area_type","city","furnishing_status","tenant_preferred","bathroom","point_of_contact","total_floor"
"4040",2,19800,1070,3,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4041",2,8500,60,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4043",1,8500,900,2,"Carpet Area","Hyderabad","Unfurnished","Family",1,"Contact Owner",2
"4044",1,4500,60,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"4045",2,9000,600,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4046",1,13000,750,3,"Carpet Area","Hyderabad","Semi-Furnished","Family",1,"Contact Owner",3
"4047",2,18000,900,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4048",3,26000,1800,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"4049",1,17000,470,3,"Super Area","Hyderabad","Furnished","Bachelors/Family",1,"Contact Agent",5
"4050",2,9000,720,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4051",1,8000,450,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4052",2,10000,600,7,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",7
"4053",2,12000,1100,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"4054",2,14000,1300,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4055",2,25000,1500,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4056",2,22000,1200,4,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",8
"4057",4,45000,3000,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Contact Owner",4
"4058",3,20000,2000,1,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",1
"4059",2,16000,800,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4060",3,35000,1000,3,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6
"4061",2,15000,1200,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4063",3,35000,1250,4,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",5
"4064",1,14000,700,5,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"4065",2,25000,1100,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",5
"4066",4,36000,2050,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4067",2,20000,1428,4,"Super Area","Hyderabad","Semi-Furnished","Family",2,"Contact Agent",8
"4068",3,30000,1700,3,"Carpet Area","Hyderabad","Furnished","Family",3,"Contact Agent",5
"4069",2,12000,1140,2,"Super Area","Hyderabad","Semi-Furnished","Family",2,"Contact Owner",5
"4070",2,16000,1000,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Agent",5
"4071",2,13000,1160,3,"Super Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",5
"4072",3,22000,3000,3,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",5
"4073",1,15000,450,1,"Super Area","Hyderabad","Unfurnished","Family",1,"Contact Agent",3
"4074",3,14000,1540,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4075",2,8000,1000,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",8
"4076",3,57000,1417,7,"Carpet Area","Hyderabad","Furnished","Bachelors",3,"Contact Agent",30
"4077",3,1200,2100,1,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",3
"4078",2,8000,550,4,"Carpet Area","Hyderabad","Unfurnished","Bachelors",1,"Contact Owner",4
"4079",3,15000,1600,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"4080",2,17000,1200,4,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",5
"4081",2,12000,500,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",2
"4082",3,25000,1300,0,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4083",2,13000,600,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4084",3,35000,1565,1,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",6
"4085",1,6500,350,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"4086",2,11000,1100,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4087",2,25000,1200,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6
"4088",3,35000,2000,1,"Super Area","Hyderabad","Furnished","Family",3,"Contact Owner",5
"4089",3,27000,2200,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6
"4090",3,18000,1400,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",4
"4091",3,20000,1950,5,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6
"4092",2,8500,130,1,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"4093",2,14000,1300,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4094",3,35000,1675,5,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",12
"4095",2,16000,1135,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4096",3,20000,1800,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4097",3,18000,1400,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",5
"4099",2,10000,950,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4100",2,12000,650,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"4101",1,5300,100,3,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"4102",2,11000,950,2,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",3
"4103",2,12000,1000,1,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",2
"4104",2,12000,900,3,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"4105",3,20000,1800,7,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",10
"4106",2,13000,1000,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4107",3,22000,1800,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"4108",2,15000,1000,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4109",1,5400,450,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"4110",3,16500,1771,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",5
"4111",2,12000,1150,4,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",5
"4112",2,8500,1000,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4113",2,14000,1050,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner",5
"4114",3,15000,1500,2,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4115",2,6000,750,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"4116",2,14000,1100,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4117",2,15000,800,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4118",3,37000,150,1,"Carpet Area","Hyderabad","Unfurnished","Bachelors",3,"Contact Agent",5
"4119",1,6500,750,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4120",2,10000,600,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4121",2,12000,1080,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4122",2,12000,1100,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4123",2,9000,750,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4124",3,60000,2405,10,"Super Area","Hyderabad","Semi-Furnished","Bachelors",4,"Contact Agent",14
"4125",2,18000,1248,4,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4126",2,14000,1110,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4127",3,50000,2300,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"4128",2,17000,1000,3,"Carpet Area","Hyderabad","Furnished","Bachelors",2,"Contact Owner",5
"4129",2,9000,800,4,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4131",1,7500,500,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"4132",2,14000,950,5,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4133",2,14000,1374,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4134",1,10000,1300,0,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",1,"Contact Owner",1
"4135",2,17000,1150,5,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",6
"4136",1,6500,450,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",1,"Contact Owner",3
"4137",2,10000,927,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4138",3,22000,1500,4,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",5
"4139",2,15000,1200,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4140",2,12000,1200,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4141",3,52000,2800,16,"Carpet Area","Hyderabad","Furnished","Family",3,"Contact Agent",19
"4142",1,6500,562,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"4143",2,20000,1500,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4144",3,25000,1950,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",3
"4145",3,14000,1360,3,"Super Area","Hyderabad","Furnished","Bachelors",2,"Contact Owner",8
"4146",3,25000,1800,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",3
"4147",2,12500,950,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",8
"4148",2,12000,780,3,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",3
"4149",1,10000,500,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"4150",2,17000,1050,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4151",1,15500,600,-1,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",1,"Contact Agent",5
"4152",3,65000,1800,0,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",1
"4153",3,60000,1800,14,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Agent",30
"4154",3,45000,1900,4,"Carpet Area","Hyderabad","Semi-Furnished","Family",3,"Contact Agent",10
"4155",2,10500,1100,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4156",2,9000,200,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",7
"4157",3,20000,1400,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"4158",2,20000,1200,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Agent",5
"4159",3,18000,1600,2,"Super Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",5
"4160",2,12000,1150,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4161",2,12000,130,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4163",3,28000,1720,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",10
"4164",1,6000,500,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4165",2,12500,1200,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6
"4166",4,31000,2400,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Contact Owner",4
"4167",2,7000,800,3,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",4
"4168",2,22000,1300,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4169",2,17500,1400,4,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",6
"4170",2,14000,650,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4171",2,9500,103,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4172",1,7000,950,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"4173",3,15000,1500,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",5
"4174",3,15000,1550,5,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4175",2,10000,140,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4176",3,14000,1800,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"4178",1,5500,500,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4179",2,14000,800,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4180",2,10000,800,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4181",2,10000,1300,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4182",2,13000,600,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4183",3,20000,1000,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",6
"4184",3,25000,1000,1,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"4185",1,7500,500,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"4187",2,12000,1100,2,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4188",2,9500,1100,0,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4189",2,12000,200,1,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",1
"4190",2,10000,1800,2,"Super Area","Hyderabad","Unfurnished","Family",2,"Contact Owner",3
"4191",2,8000,190,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",1
"4192",3,16000,1350,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4193",2,12333,1200,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"4194",1,9500,400,3,"Carpet Area","Hyderabad","Unfurnished","Bachelors",1,"Contact Owner",4
"4195",2,16000,1200,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4196",3,20000,1400,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"4197",3,14000,1300,2,"Carpet Area","Hyderabad","Unfurnished","Bachelors",3,"Contact Owner",3
"4198",1,7500,400,2,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"4199",1,13900,650,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",6
"4200",1,5500,500,2,"Super Area","Hyderabad","Unfurnished","Bachelors",1,"Contact Owner",3
"4201",2,9000,875,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4202",1,4700,850,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4203",3,30000,1730,7,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",9
"4204",3,16500,1500,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Owner",6
"4205",3,24000,1600,4,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"4206",2,9500,900,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"4207",2,12000,925,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4208",2,15000,1500,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4209",3,22500,1600,1,"Carpet Area","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",3
"4210",3,32000,1300,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Agent",3
"4211",2,10000,1200,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4212",2,13000,133,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4213",2,7000,950,0,"Super Area","Hyderabad","Unfurnished","Family",2,"Contact Owner",1
"4214",3,12000,1200,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"4215",2,7500,950,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"4216",2,15000,1095,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4217",1,8000,400,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"4218",3,25000,2210,4,"Super Area","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",5
"4219",3,26000,1450,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Agent",5
"4220",3,15000,192,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"4221",1,3000,80,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"4222",2,12500,1315,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4223",3,42000,1600,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"4224",2,20000,1450,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6
"4225",3,40000,1900,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"4226",3,45000,2600,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"4227",1,8500,450,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"4228",2,15000,1000,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4229",2,9000,100,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4230",2,14000,1100,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4231",2,11000,1200,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"4232",2,10000,1400,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4233",3,55000,2000,0,"Carpet Area","Hyderabad","Semi-Furnished","Family",3,"Contact Agent",12
"4234",2,10000,1070,2,"Carpet Area","Hyderabad","Unfurnished","Family",2,"Contact Owner",5
"4235",2,25000,1450,3,"Carpet Area","Hyderabad","Unfurnished","Family",2,"Contact Owner",3
"4236",2,27000,1230,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",6
"4237",2,12000,1000,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Owner",2
"4238",2,16000,1200,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"4239",2,8000,150,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"4240",2,14000,850,4,"Super Area","Hyderabad","Semi-Furnished","Family",2,"Contact Owner",6
"4241",2,10000,1300,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"4243",2,16000,1250,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4244",1,6000,100,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4245",3,26000,1550,4,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",5
"4246",2,13000,1300,2,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
